,text,labels,productCode,productName,oldCategory,oldType,productCategory,WRONG,asdadsa,ingredientList
929,"21685941Walmart Dilettante Fruit Medley in Premium Chocolate, 7 Oz pantry candy & snacks snacks, chips, salsas & dips white chocolate (sugar, cocoa butter, whole milk powder, soy lecithin an emulsifier, natural vanilla flavor), dark chocolate (sugar, chocolate liquor, cocoa butter, whole milk powder, milk fat, soy lecithin an emulsifier, natural vanilla flavor), dried strawberries (strawberries, sugar, citric acid, red 40, natural flavor, sulfur dioxide), dried cherries (cherries, sunflower oil), dried apricots (apricots, sulfur dioxide, rice flour), dried blueberries (blueberries, sugar, sunflower oil), confectioner's gla",candy & chocolate,21685941Walmart,"Dilettante Fruit Medley in Premium Chocolate, 7 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"white chocolate (sugar, cocoa butter, whole milk powder, soy lecithin an emulsifier, natural vanilla flavor), dark chocolate (sugar, chocolate liquor, cocoa butter, whole milk powder, milk fat, soy lecithin an emulsifier, natural vanilla flavor), dried strawberries (strawberries, sugar, citric acid, red 40, natural flavor, sulfur dioxide), dried cherries (cherries, sunflower oil), dried apricots (apricots, sulfur dioxide, rice flour), dried blueberries (blueberries, sugar, sunflower oil), confectioner's gla"
930,"21685942Walmart Dilettante Bing Cherries in Premium Chocolate, 7 Oz pantry candy & snacks snacks, chips, salsas & dips milk chocolate (sugar, cocoa butter, chocolate liquor, whole milk powder, soy lecithin an emulsifier, natural vanilla flavor), white chocolate (sugar, cocoa butter, whole milk powder, soy lecithin an emulsifier, natural vanilla flavor), dried cherries, and less than 2% of red 40 lake, natural and artificial flavors, citric acid, gum arabic and confectioner's glaze",candy & chocolate,21685942Walmart,"Dilettante Bing Cherries in Premium Chocolate, 7 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"milk chocolate (sugar, cocoa butter, chocolate liquor, whole milk powder, soy lecithin an emulsifier, natural vanilla flavor), white chocolate (sugar, cocoa butter, whole milk powder, soy lecithin an emulsifier, natural vanilla flavor), dried cherries, and less than 2% of red 40 lake, natural and artificial flavors, citric acid, gum arabic and confectioner's glaze"
931,"21692727Walmart LUNA Chocolate Peanut Butter Protein Bar 6 ct Box pantry candy & snacks snacks, chips, salsas & dips soy protein isolate,  cane syrup, peanuts,  cane sugar, palm kernel oil, vegetable glycerin,  peanut butter, chicory fiber syrup, natural flavors, cocoa, whey protein concentrate, sea salt, soy lecithin, rice starch,  vanilla extract, almonds rainforest alliance certified",nutrition & granola bars,21692727Walmart,LUNA Chocolate Peanut Butter Protein Bar 6 ct Box,pantry,candy & snacks,"snacks, chips, salsas & dips",,nutrition & granola bars,"soy protein isolate,  cane syrup, peanuts,  cane sugar, palm kernel oil, vegetable glycerin,  peanut butter, chicory fiber syrup, natural flavors, cocoa, whey protein concentrate, sea salt, soy lecithin, rice starch,  vanilla extract, almonds rainforest alliance certified"
932,"21778065Walmart Garden of Eatin' Made with Organic Blue Corn Tortilla Chips, 81 Oz pantry candy & snacks snacks, chips, salsas & dips blue corn, expeller pressed canola oil , safflower oil , sunflower oil, sea salt",chips,21778065Walmart,"Garden of Eatin' Made with Organic Blue Corn Tortilla Chips, 81 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips,"blue corn, expeller pressed canola oil , safflower oil , sunflower oil, sea salt"
933,"21778142Walmart Great Value Root Beer Barrel Hard Candies, 10 Oz pantry candy & snacks snacks, chips, salsas & dips corn syrup, natural and artificial flavors, red 40, yellow 5, yellow 6, blue 2",candy & chocolate,21778142Walmart,"Great Value Root Beer Barrel Hard Candies, 10 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"corn syrup, natural and artificial flavors, red 40, yellow 5, yellow 6, blue 2"
934,"21778143Walmart Great Value Starlight Mints Spearmint Hard Candy, 10 Oz pantry candy & snacks snacks, chips, salsas & dips corn syrup, sugar, titanium dioxide (color), spearmint oil, yellow 5, blue 1",candy & chocolate,21778143Walmart,"Great Value Starlight Mints Spearmint Hard Candy, 10 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"corn syrup, sugar, titanium dioxide (color), spearmint oil, yellow 5, blue 1"
935,"21778144Walmart Great Value Stralight Mints Peppermint Hard Candy, 10 Oz pantry candy & snacks snacks, chips, salsas & dips corn syrup, sugar, titanium dioxide (color), peppermint oil, red 40, red 3, blue 1, yellow 6",candy & chocolate,21778144Walmart,"Great Value Stralight Mints Peppermint Hard Candy, 10 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"corn syrup, sugar, titanium dioxide (color), peppermint oil, red 40, red 3, blue 1, yellow 6"
936,"21778145Walmart Great Value Cinnamon Disc Hard Candies, 10 Oz pantry candy & snacks snacks, chips, salsas & dips corn syrup, sugar, natural and artificial flavor, red 40",candy & chocolate,21778145Walmart,"Great Value Cinnamon Disc Hard Candies, 10 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"corn syrup, sugar, natural and artificial flavor, red 40"
937,"21778146Walmart Great Value Butterscotch Disc Hard Candies, 10 Oz pantry candy & snacks snacks, chips, salsas & dips corn syrup, sugar, salt, artificial flavor, yellow 5, yellow 6, red 40",candy & chocolate,21778146Walmart,"Great Value Butterscotch Disc Hard Candies, 10 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"corn syrup, sugar, salt, artificial flavor, yellow 5, yellow 6, red 40"
938,"21778147Walmart Great Value Strawberry Filled Hard Candies, 10 Oz pantry candy & snacks snacks, chips, salsas & dips corn syrup, sugar, citric acid, artificial flavor, sodium citrate, red 40, pectin",candy & chocolate,21778147Walmart,"Great Value Strawberry Filled Hard Candies, 10 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"corn syrup, sugar, citric acid, artificial flavor, sodium citrate, red 40, pectin"
939,"21778148Walmart Great Value Fruit Slice Chewy Candies, 10 Oz pantry candy & snacks snacks, chips, salsas & dips sugar, corn syrup, modified food starch (corn), fruit juice from concentrate (apple, pear), cornstarch, natural and artificial flavors, sodium citrate, citric acid, red 40, yellow 6, yellow 5, red 3, blue 1",candy & chocolate,21778148Walmart,"Great Value Fruit Slice Chewy Candies, 10 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sugar, corn syrup, modified food starch (corn), fruit juice from concentrate (apple, pear), cornstarch, natural and artificial flavors, sodium citrate, citric acid, red 40, yellow 6, yellow 5, red 3, blue 1"
940,"21778149Walmart Great Value Orange Slices, 10 Oz pantry candy & snacks snacks, chips, salsas & dips sugar, corn syrup, modified food starch (corn), fruit juice from concentrate (apple, pear), cornstarch, citric acid, natural flavors, sodium citrate, yellow 6, yellow 5, red 3","nuts, seeds & dried fruit",21778149Walmart,"Great Value Orange Slices, 10 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit","sugar, corn syrup, modified food starch (corn), fruit juice from concentrate (apple, pear), cornstarch, citric acid, natural flavors, sodium citrate, yellow 6, yellow 5, red 3"
941,"21778150Walmart Great Value Spice Drop Chewy Candies, 10 Oz pantry candy & snacks snacks, chips, salsas & dips corn syrup, sugar, modified food starch (corn), cornstarch, natural and artificial flavor, citric acid, red 40, yellow 5, yellow 6, red 3, blue 1",candy & chocolate,21778150Walmart,"Great Value Spice Drop Chewy Candies, 10 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"corn syrup, sugar, modified food starch (corn), cornstarch, natural and artificial flavor, citric acid, red 40, yellow 5, yellow 6, red 3, blue 1"
942,"21778151Walmart Great Value Jelly Bean Chewy Candies, 10 Oz pantry candy & snacks snacks, chips, salsas & dips sugar, corn syrup, cornstarch, modified food starch (corn), confectioner's glaze (shellac), natural and artificial flavors, carnauba wax, acacia (gum arabic), white mineral oil, red 40, blue 1, yellow 6, yellow 5, red 3",candy & chocolate,21778151Walmart,"Great Value Jelly Bean Chewy Candies, 10 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sugar, corn syrup, cornstarch, modified food starch (corn), confectioner's glaze (shellac), natural and artificial flavors, carnauba wax, acacia (gum arabic), white mineral oil, red 40, blue 1, yellow 6, yellow 5, red 3"
943,"21778153Walmart Great Value Sour Gummy Worms, 6 Oz pantry candy & snacks snacks, chips, salsas & dips corn syrup, sugar, modified food starch, gelatin, citric acid, malic acid, lactic acid, natural and artificial flavors, white grape juice concentrate, tartaric acid, titanium dioxide color, calcium lactate, yellow 6, yellow 5, red 40, blue 1, red 3",candy & chocolate,21778153Walmart,"Great Value Sour Gummy Worms, 6 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"corn syrup, sugar, modified food starch, gelatin, citric acid, malic acid, lactic acid, natural and artificial flavors, white grape juice concentrate, tartaric acid, titanium dioxide color, calcium lactate, yellow 6, yellow 5, red 40, blue 1, red 3"
944,"21778154Walmart Great Value Cherry Sour Chewy Candies, 10 Oz pantry candy & snacks snacks, chips, salsas & dips sugar, corn syrup, modified food starch (corn), fumaric acid, malic acid, artificial flavor, confectioner's glaze (shellac), acacia (gum arabic), citric acid, lactic acid, white mineral oil, red 40, carnauba wax, sodium lactate",candy & chocolate,21778154Walmart,"Great Value Cherry Sour Chewy Candies, 10 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sugar, corn syrup, modified food starch (corn), fumaric acid, malic acid, artificial flavor, confectioner's glaze (shellac), acacia (gum arabic), citric acid, lactic acid, white mineral oil, red 40, carnauba wax, sodium lactate"
945,"21790649Walmart Crunchmaster Sea Salt MultiGrain Crackers 45 oz Pouch pantry candy & snacks snacks, chips, salsas & dips brown rice flour, whole grain yellow corn, potato starch, safflower oil, oat fiber, cane sugar, sesame seeds, flax seeds, millet, sea salt, quinoa seeds",cookies & crackers,21790649Walmart,Crunchmaster Sea Salt MultiGrain Crackers 45 oz Pouch,pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"brown rice flour, whole grain yellow corn, potato starch, safflower oil, oat fiber, cane sugar, sesame seeds, flax seeds, millet, sea salt, quinoa seeds"
946,"21806558Walmart Garden of Eatin Multigrain Sea Salt Tortilla Chips, 81 Oz pantry candy & snacks snacks, chips, salsas & dips white corn, expeller pressed canola oil , safflower oil , sunflower oil,  steel cut oats,  buckwheat grits,  yellow corn grits,  brown flaxseed,  evaporated cane syrup,  black sesame seeds,  barley grits, sea salt,  hulled millet,  amaranth seeds,  rye grits",chips,21806558Walmart,"Garden of Eatin Multigrain Sea Salt Tortilla Chips, 81 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips,"white corn, expeller pressed canola oil , safflower oil , sunflower oil,  steel cut oats,  buckwheat grits,  yellow corn grits,  brown flaxseed,  evaporated cane syrup,  black sesame seeds,  barley grits, sea salt,  hulled millet,  amaranth seeds,  rye grits"
947,"21806567Walmart Ocean Spray Craisins GlutenFree Reduced Sugar Dried Cranberries, 5 Oz pantry candy & snacks snacks, chips, salsas & dips cranberries, soluble corn fiber, cane sugar, glycerin, sucralose","nuts, seeds & dried fruit",21806567Walmart,"Ocean Spray Craisins GlutenFree Reduced Sugar Dried Cranberries, 5 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit","cranberries, soluble corn fiber, cane sugar, glycerin, sucralose"
948,"21825522Walmart Ocean Spray Craisins GlutenFree The Original Dried Cranberries, 1 Oz, 6 Count pantry candy & snacks snacks, chips, salsas & dips cranberries, sugar","nuts, seeds & dried fruit",21825522Walmart,"Ocean Spray Craisins GlutenFree The Original Dried Cranberries, 1 Oz, 6 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit","cranberries, sugar"
949,"21827329Walmart Nabisco Chips Ahoy Chocolate Chunk Cookies, 1175 Oz pantry candy & snacks snacks, chips, salsas & dips unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), semisweet chocolate chunks (sugar, chocolate, dextrose, cocoa butter, milk, soy lecithin), sugar, canola oil, semisweet chocolate chips (sugar, chocolate, cocoa butter, dextrose, milk, soy lecithin), palm oil, leavening (baking soda, ammonium phosphate), molasses, high fructose corn syrup, whey, salt, soy lecithin, caramel color, artificial flavor",cookies & crackers,21827329Walmart,"Nabisco Chips Ahoy Chocolate Chunk Cookies, 1175 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), semisweet chocolate chunks (sugar, chocolate, dextrose, cocoa butter, milk, soy lecithin), sugar, canola oil, semisweet chocolate chips (sugar, chocolate, cocoa butter, dextrose, milk, soy lecithin), palm oil, leavening (baking soda, ammonium phosphate), molasses, high fructose corn syrup, whey, salt, soy lecithin, caramel color, artificial flavor"
950,"21827343Walmart Nabisco Chips Ahoy White Fudge Chocolate Chunk Cookies, 1175 Oz pantry candy & snacks snacks, chips, salsas & dips unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), sugar, vegetable oil (soybean , canola , palm , partially hydrogenated cottonseed oil), semisweet chocolate chunks (sugar, chocolate, dextrose, cocoa butter, milk, soy lecithin), hydrogenated palm kernel oil, skim milk, leavening (baking soda, ammonium phosphate), molasses, high fructose corn syrup, whey, salt, soy lecithin, artificial flavor, caramel color",cookies & crackers,21827343Walmart,"Nabisco Chips Ahoy White Fudge Chocolate Chunk Cookies, 1175 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,,"unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), sugar, vegetable oil (soybean , canola , palm , partially hydrogenated cottonseed oil), semisweet chocolate chunks (sugar, chocolate, dextrose, cocoa butter, milk, soy lecithin), hydrogenated palm kernel oil, skim milk, leavening (baking soda, ammonium phosphate), molasses, high fructose corn syrup, whey, salt, soy lecithin, artificial flavor, caramel color"
951,"21827345Walmart Nabisco Chips Ahoy Original Chewy Cookies, 10 Oz pantry candy & snacks snacks, chips, salsas & dips unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), high fructose corn syrup, sugar, palm oil, palm , shea oil, cornstarch, palm , palm kernel oil, dextrose, cocoa (processed with alkali), chocolate, cocoa, lactose, baking soda, salt, soy lecithin, caramel color, milk, artificial flavor, natural flavor",cookies & crackers,21827345Walmart,"Nabisco Chips Ahoy Original Chewy Cookies, 10 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate vitamin b1, riboflavin vitamin b2, folic acid), high fructose corn syrup, sugar, palm oil, palm , shea oil, cornstarch, palm , palm kernel oil, dextrose, cocoa (processed with alkali), chocolate, cocoa, lactose, baking soda, salt, soy lecithin, caramel color, milk, artificial flavor, natural flavor"
952,"21836304Walmart Great Value Asian Nut Crunch Trail Mix, 20 Oz pantry candy & snacks snacks, chips, salsas & dips assorted rice crackers (glutinous rice, soy sauce water, soybeans, wheat, salt, sugar, modified tapioca starch, high oleic sunflower oil, maltodextrin, vinegar seasoning sugar, acetic acid, citric acid, salt, sodium acetate, salt, roasted seaweed flakes, wasabi powder, ginger seasoning ginger powder, tartrazine, ginger oleoresin, chili powder, caramel color, orange color fd&c yellow 5, fd&c yellow 6, green color fd&c yellow 5, fd&c blue1), roasted salted peanuts (peanuts, salt, vegetable oil contains one or","nuts, seeds & dried fruit",21836304Walmart,"Great Value Asian Nut Crunch Trail Mix, 20 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit","assorted rice crackers (glutinous rice, soy sauce water, soybeans, wheat, salt, sugar, modified tapioca starch, high oleic sunflower oil, maltodextrin, vinegar seasoning sugar, acetic acid, citric acid, salt, sodium acetate, salt, roasted seaweed flakes, wasabi powder, ginger seasoning ginger powder, tartrazine, ginger oleoresin, chili powder, caramel color, orange color fd&c yellow 5, fd&c yellow 6, green color fd&c yellow 5, fd&c blue1), roasted salted peanuts (peanuts, salt, vegetable oil contains one or"
953,"21838826Walmart Great Value Cajun Trail Mix, 27 Oz pantry candy & snacks snacks, chips, salsas & dips allergy warning contains milk, almonds, peanuts, wheat and soy may contain traces of eggs, brazil nuts, cashews, coconut, hazelnuts, macadamia nuts, pecans, pine nuts, pistachios and walnuts","nuts, seeds & dried fruit",21838826Walmart,"Great Value Cajun Trail Mix, 27 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit","allergy warning contains milk, almonds, peanuts, wheat and soy may contain traces of eggs, brazil nuts, cashews, coconut, hazelnuts, macadamia nuts, pecans, pine nuts, pistachios and walnuts"
954,"218499190Walmart Clif Bar Chocolate Chip 20ct Minis pantry candy & snacks snacks, chips, salsas & dips brown rice syrup,  rolled oats, soy protein isolate,  cane syrup,  roasted soybeans, rice flour, cane sugar, unsweetened chocolate?,  soy flour,  oat fiber,  high oleic sunflower oil, cocoa butter?, barley malt extract, sea salt, natural flavors, soy lecithin,  cinnamon vitamins & minerals dicalcium phosphate, magnesium oxide, ascorbic acid (vit c), dl-alpha tocopheryl acetate (vit e), beta carotene (vit a), niacinamide (vit b3), ergocalciferol (vit d2), thiamine mononitrate (vit b1), pyridoxine hydrochlori",cookies & crackers,218499190Walmart,Clif Bar Chocolate Chip 20ct Minis,pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"brown rice syrup,  rolled oats, soy protein isolate,  cane syrup,  roasted soybeans, rice flour, cane sugar, unsweetened chocolate?,  soy flour,  oat fiber,  high oleic sunflower oil, cocoa butter?, barley malt extract, sea salt, natural flavors, soy lecithin,  cinnamon vitamins & minerals dicalcium phosphate, magnesium oxide, ascorbic acid (vit c), dl-alpha tocopheryl acetate (vit e), beta carotene (vit a), niacinamide (vit b3), ergocalciferol (vit d2), thiamine mononitrate (vit b1), pyridoxine hydrochlori"
955,"21905206Walmart Stella D'oro Coffee Treats Roman Egg Biscuits, 12 Oz pantry candy & snacks snacks, chips, salsas & dips enriched bleached and unbleached wheat flour (containing malted barley, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, vegetable oil (contains one or more of the following vegetable oils canola oil, palm oil, soybean oil), invert sugar, egg yolks, leavening (sodium bicarbonate, sodium aluminum phosphate), egg whites, whole eggs, calcium propionate (preservative), natural and artificial flavors, salt, soy lecithin contains wheat, soy, and eggs this product is manufactured in a fa",cookies & crackers,21905206Walmart,"Stella D'oro Coffee Treats Roman Egg Biscuits, 12 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"enriched bleached and unbleached wheat flour (containing malted barley, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, vegetable oil (contains one or more of the following vegetable oils canola oil, palm oil, soybean oil), invert sugar, egg yolks, leavening (sodium bicarbonate, sodium aluminum phosphate), egg whites, whole eggs, calcium propionate (preservative), natural and artificial flavors, salt, soy lecithin contains wheat, soy, and eggs this product is manufactured in a fa"
956,"21905207Walmart Stella D'oro Margherite Combination Chocolate Vanilla Cookies, 12 Oz pantry candy & snacks snacks, chips, salsas & dips chocolate cookie enriched flour (bleached and unbleached wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, vegetable oil, (contains one or more of the following canola oil, palm oil, soybean oil), cocoa powder, whole eggs, caramel color, invert sugar, leavening (baking soda, sodium aluminum phosphate, ammonium bicarbonate), natural and artificial flavor, saltvanilla cookie enriched flour (bleached and unbleached wheat flour, niacin, reduced iron, thiamine mononitrate, ",cookies & crackers,21905207Walmart,"Stella D'oro Margherite Combination Chocolate Vanilla Cookies, 12 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"chocolate cookie enriched flour (bleached and unbleached wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, vegetable oil, (contains one or more of the following canola oil, palm oil, soybean oil), cocoa powder, whole eggs, caramel color, invert sugar, leavening (baking soda, sodium aluminum phosphate, ammonium bicarbonate), natural and artificial flavor, saltvanilla cookie enriched flour (bleached and unbleached wheat flour, niacin, reduced iron, thiamine mononitrate, "
957,"21905208Walmart Stella D'oro Vanilla Margherite Cookies, 12 Oz pantry candy & snacks snacks, chips, salsas & dips enriched flour (bleached and unbleached wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, vegetable oil (contains one or more of the following canola oil, palm oil, soybean oil), egg yolks, dextrose, leavening (baking soda, sodium aluminum phosphate, ammonium bicarbonate), salt, natural and artificial flavors, artificial colors (yellow 5, yellow 6), citric acid, calcium propionate (preservative), soy lecithin",cookies & crackers,21905208Walmart,"Stella D'oro Vanilla Margherite Cookies, 12 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"enriched flour (bleached and unbleached wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, vegetable oil (contains one or more of the following canola oil, palm oil, soybean oil), egg yolks, dextrose, leavening (baking soda, sodium aluminum phosphate, ammonium bicarbonate), salt, natural and artificial flavors, artificial colors (yellow 5, yellow 6), citric acid, calcium propionate (preservative), soy lecithin"
958,"21905233Walmart Great Value Vanilla Wafers, 11 Oz pantry candy & snacks snacks, chips, salsas & dips enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, canola , soybean , palm oil, contains 2% or less of salt, natural and artificial flavors, whey (from milk), eggs, leavening (baking soda , calcium phosphate), annatto (color), emulsifiers (mono and diglycerides, soy lecithin)",cookies & crackers,21905233Walmart,"Great Value Vanilla Wafers, 11 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, canola , soybean , palm oil, contains 2% or less of salt, natural and artificial flavors, whey (from milk), eggs, leavening (baking soda , calcium phosphate), annatto (color), emulsifiers (mono and diglycerides, soy lecithin)"
959,"219662741Walmart Drake's Family Pack Fudge Dipped Devil Dogs Cakes, 1832 oz pantry candy & snacks snacks, chips, salsas & dips sugar, water, enriched bleached flour (wheat flour, niacin, reduced iron, thiamin mononitrate vitamin b1, riboflavin vitamin b2, folic acid), palm and soybean oils with tbhq and citric acid to protect flavor, high fructose corn syrup, dextrose, hydrogenated palm kernel oil, cocoa, corn syrup contains 2% or less of each of the following cocoa processed with alkali, modified corn starch, corn syrup solids, soybean oil, soy flour, whey, glycerin, calcium and sodium caseinate, soy protein isolate, leavening (ba",miscellaneous snacks,219662741Walmart,"Drake's Family Pack Fudge Dipped Devil Dogs Cakes, 1832 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks,"sugar, water, enriched bleached flour (wheat flour, niacin, reduced iron, thiamin mononitrate vitamin b1, riboflavin vitamin b2, folic acid), palm and soybean oils with tbhq and citric acid to protect flavor, high fructose corn syrup, dextrose, hydrogenated palm kernel oil, cocoa, corn syrup contains 2% or less of each of the following cocoa processed with alkali, modified corn starch, corn syrup solids, soybean oil, soy flour, whey, glycerin, calcium and sodium caseinate, soy protein isolate, leavening (ba"
960,"22002522Walmart Welch's Low Fat GlutenFree Strawberry Fruit n' Yogurt Snacks, 08 Oz, 8 Count pantry candy & snacks snacks, chips, salsas & dips fruit puree (white grape, apple, strawberry), sugar, corn syrup, modified corn starch, yogurt powder (cultured nonfat milk), nonfat milk powder, whey powder, palm kernel oil, pectin, tri-calcium phosphate, citric acid, sodium citrate, natural and artificial strawberry flavor, vitamin a palmitate, ascorbic acid (vitamin c), vitamin d3, red 40 lake, titanium dioxide, soy lecithin, vanilla and coconut oil","nuts, seeds & dried fruit",22002522Walmart,"Welch's Low Fat GlutenFree Strawberry Fruit n' Yogurt Snacks, 08 Oz, 8 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit","fruit puree (white grape, apple, strawberry), sugar, corn syrup, modified corn starch, yogurt powder (cultured nonfat milk), nonfat milk powder, whey powder, palm kernel oil, pectin, tri-calcium phosphate, citric acid, sodium citrate, natural and artificial strawberry flavor, vitamin a palmitate, ascorbic acid (vitamin c), vitamin d3, red 40 lake, titanium dioxide, soy lecithin, vanilla and coconut oil"
961,"22004565Walmart Planters Less than 50% Peanuts Mixed Nuts, 169 Lb pantry candy & snacks snacks, chips, salsas & dips peanuts, almonds, cashews, hazelnuts (filberts), pecans, peanut oil, sea salt","nuts, seeds & dried fruit",22004565Walmart,"Planters Less than 50% Peanuts Mixed Nuts, 169 Lb",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit","peanuts, almonds, cashews, hazelnuts (filberts), pecans, peanut oil, sea salt"
962,"22004566Walmart PLANTERS Cashew Halves Pieces 33 oz pantry candy & snacks snacks, chips, salsas & dips cashews, sea salt, peanut , cottonseed oil contains cashew manufactured on equipment that processes peanut, other tree nuts","nuts, seeds & dried fruit",22004566Walmart,PLANTERS Cashew Halves Pieces 33 oz,pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit","cashews, sea salt, peanut , cottonseed oil contains cashew manufactured on equipment that processes peanut, other tree nuts"
963,"22014134Instacart Harvest Coop Market Organic Thompson Raisins pantry candy & snacks snacks, chips, salsas & dips ganic thompson raiss","nuts, seeds & dried fruit",22014134Instacart,Harvest Coop Market Organic Thompson Raisins,pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit",ganic thompson raiss
964,"22026881Walmart Wonderful Pistachios Roasted Salted Shelled Pistachios, 7 oz pantry candy & snacks snacks, chips, salsas & dips pistachios, sea salt","nuts, seeds & dried fruit",22026881Walmart,"Wonderful Pistachios Roasted Salted Shelled Pistachios, 7 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit","pistachios, sea salt"
965,"22027001Walmart Great Value Chocolate Chip Cookies, 13 Oz pantry candy & snacks snacks, chips, salsas & dips enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), semisweet chocolate chips (sugar, chocolate, cocoa butter, dextrose, soy lecithin, vanillin), sugar, vegetable oil (contains one or more of the following canola oil, corn oil, palm oil, soybean oil), high fructose corn syrup, leavening (sodium bicarbonate, monocalcium phosphate, ammonium bicarbonate), salt, natural and artificial flavors, soy lecithin (emulsifier), caramel color contains wheat and soy may contai",cookies & crackers,22027001Walmart,"Great Value Chocolate Chip Cookies, 13 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), semisweet chocolate chips (sugar, chocolate, cocoa butter, dextrose, soy lecithin, vanillin), sugar, vegetable oil (contains one or more of the following canola oil, corn oil, palm oil, soybean oil), high fructose corn syrup, leavening (sodium bicarbonate, monocalcium phosphate, ammonium bicarbonate), salt, natural and artificial flavors, soy lecithin (emulsifier), caramel color contains wheat and soy may contai"
