,label,text
2573,"hot dogs, bacon and sausage","Eckrich Ploska Kielbasa Rope Eckrich Ploska Kielbasa Rope Eckrich Ploska Kielbasa Rope Eckrich Ploska Kielbasa Rope Eckrich Ploska Kielbasa Rope Eckrich Ploska Kielbasa Rope Eckrich Ploska Kielbasa Rope pork, mechanically separated turkey, water, corn syrup, modified food starch, contains 2% or less of salt, potassium lactate, dextrose, flavorings, beef, autolyzed yeast extract, monosodium glutamate, sodium phosphates, sodium diacetate, ascorbic acid, sodium nitrite pork, mechanically separated turkey, water, corn syrup, modified food starch, contains 2% or less of salt, potassium lactate, dextrose, flavorings, beef, autolyzed yeast extract, monosodium glutamate, sodium phosphates, sodium diacetate, ascorbic acid, sodium nitrite pork, mechanically separated turkey, water, corn syrup, modified food starch, contains 2% or less of salt, potassium lactate, dextrose, flavorings, beef, autolyzed yeast extract, monosodium glutamate, sodium phosphates, sodium diacetate, ascorbic acid, sodium nitrite "
2574,deli meat,"Hormel Natural Choice Oven Roasted Turkey Double Pack Hormel Natural Choice Oven Roasted Turkey Double Pack Hormel Natural Choice Oven Roasted Turkey Double Pack Hormel Natural Choice Oven Roasted Turkey Double Pack Hormel Natural Choice Oven Roasted Turkey Double Pack Hormel Natural Choice Oven Roasted Turkey Double Pack Hormel Natural Choice Oven Roasted Turkey Double Pack turkey breast meat, water, salt, potato starch, turbinado sugar, rice starch, carrageenan (from seaweed), baking soda, cultured celery powder, cherry powder turkey breast meat, water, salt, potato starch, turbinado sugar, rice starch, carrageenan (from seaweed), baking soda, cultured celery powder, cherry powder turkey breast meat, water, salt, potato starch, turbinado sugar, rice starch, carrageenan (from seaweed), baking soda, cultured celery powder, cherry powder "
2575,deli meat,"Hormel Natural Choice Honey Ham Double Pack Hormel Natural Choice Honey Ham Double Pack Hormel Natural Choice Honey Ham Double Pack Hormel Natural Choice Honey Ham Double Pack Hormel Natural Choice Honey Ham Double Pack Hormel Natural Choice Honey Ham Double Pack Hormel Natural Choice Honey Ham Double Pack pork solution  water, honey, salt, turbinado sugar, cultured celery powder, cherry powder pork solution  water, honey, salt, turbinado sugar, cultured celery powder, cherry powder pork solution  water, honey, salt, turbinado sugar, cultured celery powder, cherry powder "
2576,deli meat,"Hormel Natural Choice Uncured Pepperoni & Cheddar Snack Hormel Natural Choice Uncured Pepperoni & Cheddar Snack Hormel Natural Choice Uncured Pepperoni & Cheddar Snack Hormel Natural Choice Uncured Pepperoni & Cheddar Snack Hormel Natural Choice Uncured Pepperoni & Cheddar Snack Hormel Natural Choice Uncured Pepperoni & Cheddar Snack Hormel Natural Choice Uncured Pepperoni & Cheddar Snack white cheddar cheese (cheddar cheese (pasteurized milk, cheese culture, salt, enzymes)), uncured pepperoni (pork, beef, salt, contains 2% or less of dextrose, water, spices, natural flavorings, cultured celery powder, cherry powder, lactic acid starter culture, oleoresin of paprika, sea salt, turbinado sugar, lime juice concentrate), buttercrisp crackers (enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid), canola oil with tbhq for fresh white cheddar cheese (cheddar cheese (pasteurized milk, cheese culture, salt, enzymes)), uncured pepperoni (pork, beef, salt, contains 2% or less of dextrose, water, spices, natural flavorings, cultured celery powder, cherry powder, lactic acid starter culture, oleoresin of paprika, sea salt, turbinado sugar, lime juice concentrate), buttercrisp crackers (enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid), canola oil with tbhq for fresh white cheddar cheese (cheddar cheese (pasteurized milk, cheese culture, salt, enzymes)), uncured pepperoni (pork, beef, salt, contains 2% or less of dextrose, water, spices, natural flavorings, cultured celery powder, cherry powder, lactic acid starter culture, oleoresin of paprika, sea salt, turbinado sugar, lime juice concentrate), buttercrisp crackers (enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid), canola oil with tbhq for fresh "
2577,deli meat,"Hormel Natural Choice Uncured Salami & Cheddar Snack Hormel Natural Choice Uncured Salami & Cheddar Snack Hormel Natural Choice Uncured Salami & Cheddar Snack Hormel Natural Choice Uncured Salami & Cheddar Snack Hormel Natural Choice Uncured Salami & Cheddar Snack Hormel Natural Choice Uncured Salami & Cheddar Snack Hormel Natural Choice Uncured Salami & Cheddar Snack white cheddar cheese (cheddar cheese (pasteurized milk, cheese culture, salt, enzymes)), uncured hard salami (beef and pork, salt, contains 2% or less of water, turbinado sugar, spices, cultured celery powder, natural flavoring, cherry powder, lactic acid starter culture, lime juice concentrate), buttercrisp crackers (enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid), canola oil with tbhq for freshness, sugar, contains 2% or less of sa white cheddar cheese (cheddar cheese (pasteurized milk, cheese culture, salt, enzymes)), uncured hard salami (beef and pork, salt, contains 2% or less of water, turbinado sugar, spices, cultured celery powder, natural flavoring, cherry powder, lactic acid starter culture, lime juice concentrate), buttercrisp crackers (enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid), canola oil with tbhq for freshness, sugar, contains 2% or less of sa white cheddar cheese (cheddar cheese (pasteurized milk, cheese culture, salt, enzymes)), uncured hard salami (beef and pork, salt, contains 2% or less of water, turbinado sugar, spices, cultured celery powder, natural flavoring, cherry powder, lactic acid starter culture, lime juice concentrate), buttercrisp crackers (enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid), canola oil with tbhq for freshness, sugar, contains 2% or less of sa "
2578,deli meat,"Hillshire Farm Prosciutto Cheddar Snacking Plate Hillshire Farm Prosciutto Cheddar Snacking Plate Hillshire Farm Prosciutto Cheddar Snacking Plate Hillshire Farm Prosciutto Cheddar Snacking Plate Hillshire Farm Prosciutto Cheddar Snacking Plate Hillshire Farm Prosciutto Cheddar Snacking Plate Hillshire Farm Prosciutto Cheddar Snacking Plate prosciutto pork, salt, less than 2% of dextrose, white wine, spices, sodium erythorbate, lactic acid starter culture, natural flavoring, garlic, sodium nitrate, sodium nitrite natural white cheddar cheese cultured pasteurized milk, salt, enzymes toasted rounds wheat flour, sunflower oil, sea salt, isolated oat product, salt, yeast, dextrose, distilled vinegar, rosemary extract (to preserve freshness), ascorbic acid (antioxidant) contains statement milk, wheat prosciutto pork, salt, less than 2% of dextrose, white wine, spices, sodium erythorbate, lactic acid starter culture, natural flavoring, garlic, sodium nitrate, sodium nitrite natural white cheddar cheese cultured pasteurized milk, salt, enzymes toasted rounds wheat flour, sunflower oil, sea salt, isolated oat product, salt, yeast, dextrose, distilled vinegar, rosemary extract (to preserve freshness), ascorbic acid (antioxidant) contains statement milk, wheat prosciutto pork, salt, less than 2% of dextrose, white wine, spices, sodium erythorbate, lactic acid starter culture, natural flavoring, garlic, sodium nitrate, sodium nitrite natural white cheddar cheese cultured pasteurized milk, salt, enzymes toasted rounds wheat flour, sunflower oil, sea salt, isolated oat product, salt, yeast, dextrose, distilled vinegar, rosemary extract (to preserve freshness), ascorbic acid (antioxidant) contains statement milk, wheat "
2579,"hot dogs, bacon and sausage","Nature's Place All Natural Bourbon Flavor & Brown Sugar Nature's Place All Natural Bourbon Flavor & Brown Sugar Nature's Place All Natural Bourbon Flavor & Brown Sugar Nature's Place All Natural Bourbon Flavor & Brown Sugar Nature's Place All Natural Bourbon Flavor & Brown Sugar Nature's Place All Natural Bourbon Flavor & Brown Sugar Nature's Place All Natural Bourbon Flavor & Brown Sugar pork prepared with water, salt, turbinado sugar, celery powder coating salt, maltodextrin, rice flour, sugar and brown sugar, dextrose, natural flavoring, spices, dehydrated onion and garlic, paprika pork prepared with water, salt, turbinado sugar, celery powder coating salt, maltodextrin, rice flour, sugar and brown sugar, dextrose, natural flavoring, spices, dehydrated onion and garlic, paprika pork prepared with water, salt, turbinado sugar, celery powder coating salt, maltodextrin, rice flour, sugar and brown sugar, dextrose, natural flavoring, spices, dehydrated onion and garlic, paprika "
2580,"hot dogs, bacon and sausage","Nature's Place All Natural Maple Uncured Bacon Nature's Place All Natural Maple Uncured Bacon Nature's Place All Natural Maple Uncured Bacon Nature's Place All Natural Maple Uncured Bacon Nature's Place All Natural Maple Uncured Bacon Nature's Place All Natural Maple Uncured Bacon Nature's Place All Natural Maple Uncured Bacon pork prepared with water, salt, turbinado sugar, celery powder coated with sugar, brown sugar, maple sugar pork prepared with water, salt, turbinado sugar, celery powder coated with sugar, brown sugar, maple sugar pork prepared with water, salt, turbinado sugar, celery powder coated with sugar, brown sugar, maple sugar "
2581,poultry,Aidells Chicken & Apple Chicken Burgers Aidells Chicken & Apple Chicken Burgers Aidells Chicken & Apple Chicken Burgers Aidells Chicken & Apple Chicken Burgers Aidells Chicken & Apple Chicken Burgers Aidells Chicken & Apple Chicken Burgers Aidells Chicken & Apple Chicken Burgers    
2582,"hot dogs, bacon and sausage",Howe's Oktoberfest Traditional Bratwurst Uncured Howe's Oktoberfest Traditional Bratwurst Uncured Howe's Oktoberfest Traditional Bratwurst Uncured Howe's Oktoberfest Traditional Bratwurst Uncured Howe's Oktoberfest Traditional Bratwurst Uncured Howe's Oktoberfest Traditional Bratwurst Uncured Howe's Oktoberfest Traditional Bratwurst Uncured    
2583,"hot dogs, bacon and sausage","Howe's Oktoberfest Beer Bratwurst Uncured Howe's Oktoberfest Beer Bratwurst Uncured Howe's Oktoberfest Beer Bratwurst Uncured Howe's Oktoberfest Beer Bratwurst Uncured Howe's Oktoberfest Beer Bratwurst Uncured Howe's Oktoberfest Beer Bratwurst Uncured Howe's Oktoberfest Beer Bratwurst Uncured pork, water, beer, salt, spices, dextrose, mono and diglycerides of fatty acids, citric acid, disodium diphosphate, spice extracts, nisin preparation, natural pork casings pork, water, beer, salt, spices, dextrose, mono and diglycerides of fatty acids, citric acid, disodium diphosphate, spice extracts, nisin preparation, natural pork casings pork, water, beer, salt, spices, dextrose, mono and diglycerides of fatty acids, citric acid, disodium diphosphate, spice extracts, nisin preparation, natural pork casings "
2584,"hot dogs, bacon and sausage",Howe's Oktoberfest Cheese Bratwurst Uncured Howe's Oktoberfest Cheese Bratwurst Uncured Howe's Oktoberfest Cheese Bratwurst Uncured Howe's Oktoberfest Cheese Bratwurst Uncured Howe's Oktoberfest Cheese Bratwurst Uncured Howe's Oktoberfest Cheese Bratwurst Uncured Howe's Oktoberfest Cheese Bratwurst Uncured    
2585,deli meat,"Hillshire Farm Pepperoni Small Plate Snacking Hillshire Farm Pepperoni Small Plate Snacking Hillshire Farm Pepperoni Small Plate Snacking Hillshire Farm Pepperoni Small Plate Snacking Hillshire Farm Pepperoni Small Plate Snacking Hillshire Farm Pepperoni Small Plate Snacking Hillshire Farm Pepperoni Small Plate Snacking pork, salt, contains 2% or less of dextrose, spices, celery powder, extractives of paprika, natural flavor, sea salt, garlic powder, lactic acid starter culturecultured pasteurized milk, salt, enzymeswheat flour, sunflower oil, sea salt, isolated oat product, salt, yeast, dextrose, distilled vinegar, rosemary extract (to preserve freshness), ascorbic acid (antioxidant) pork, salt, contains 2% or less of dextrose, spices, celery powder, extractives of paprika, natural flavor, sea salt, garlic powder, lactic acid starter culturecultured pasteurized milk, salt, enzymeswheat flour, sunflower oil, sea salt, isolated oat product, salt, yeast, dextrose, distilled vinegar, rosemary extract (to preserve freshness), ascorbic acid (antioxidant) pork, salt, contains 2% or less of dextrose, spices, celery powder, extractives of paprika, natural flavor, sea salt, garlic powder, lactic acid starter culturecultured pasteurized milk, salt, enzymeswheat flour, sunflower oil, sea salt, isolated oat product, salt, yeast, dextrose, distilled vinegar, rosemary extract (to preserve freshness), ascorbic acid (antioxidant) "
2586,"hot dogs, bacon and sausage","Jimmy Dean Natural Roll Sausage Jimmy Dean Natural Roll Sausage Jimmy Dean Natural Roll Sausage Jimmy Dean Natural Roll Sausage Jimmy Dean Natural Roll Sausage Jimmy Dean Natural Roll Sausage Jimmy Dean Natural Roll Sausage pork, water, contains 2% or less of salt, sugar, black pepper, sage, red pepper, spice extractives pork, water, contains 2% or less of salt, sugar, black pepper, sage, red pepper, spice extractives pork, water, contains 2% or less of salt, sugar, black pepper, sage, red pepper, spice extractives "
2587,deli meat,"Hebrew National All Natural Uncured Beef Franks Hebrew National All Natural Uncured Beef Franks Hebrew National All Natural Uncured Beef Franks Hebrew National All Natural Uncured Beef Franks Hebrew National All Natural Uncured Beef Franks Hebrew National All Natural Uncured Beef Franks Hebrew National All Natural Uncured Beef Franks beef, water, contains 2% or less of salt, spice, distilled vinegar powder, paprika, cultured celery powder, garlic powder, cherry powder, sea salt, natural flavorings beef, water, contains 2% or less of salt, spice, distilled vinegar powder, paprika, cultured celery powder, garlic powder, cherry powder, sea salt, natural flavorings beef, water, contains 2% or less of salt, spice, distilled vinegar powder, paprika, cultured celery powder, garlic powder, cherry powder, sea salt, natural flavorings "
2588,"hot dogs, bacon and sausage",Parillo's Fresh Pork Breakfast Sausage Parillo's Fresh Pork Breakfast Sausage Parillo's Fresh Pork Breakfast Sausage Parillo's Fresh Pork Breakfast Sausage Parillo's Fresh Pork Breakfast Sausage Parillo's Fresh Pork Breakfast Sausage Parillo's Fresh Pork Breakfast Sausage    
2589,"hot dogs, bacon and sausage","Nature's Place Applewood Smoked Uncured Bacon Nature's Place Applewood Smoked Uncured Bacon Nature's Place Applewood Smoked Uncured Bacon Nature's Place Applewood Smoked Uncured Bacon Nature's Place Applewood Smoked Uncured Bacon Nature's Place Applewood Smoked Uncured Bacon Nature's Place Applewood Smoked Uncured Bacon pork prepared with water, salt, turbinado sugar, celery powder pork prepared with water, salt, turbinado sugar, celery powder pork prepared with water, salt, turbinado sugar, celery powder "
2590,"hot dogs, bacon and sausage",North Country Fruitwood Bacon North Country Fruitwood Bacon North Country Fruitwood Bacon North Country Fruitwood Bacon North Country Fruitwood Bacon North Country Fruitwood Bacon North Country Fruitwood Bacon    
2591,deli meat,"Mckenzie Natural American Angus Uncured Beef Franks Mckenzie Natural American Angus Uncured Beef Franks Mckenzie Natural American Angus Uncured Beef Franks Mckenzie Natural American Angus Uncured Beef Franks Mckenzie Natural American Angus Uncured Beef Franks Mckenzie Natural American Angus Uncured Beef Franks Mckenzie Natural American Angus Uncured Beef Franks angus beef, water, contains 2% or less of salt, spices, pepper, dried garlic, mustard seed, dextrose, dried orange pulp, celery powder, sea salt, cherry powder, sugar, natural flavors, extractives of paprika angus beef, water, contains 2% or less of salt, spices, pepper, dried garlic, mustard seed, dextrose, dried orange pulp, celery powder, sea salt, cherry powder, sugar, natural flavors, extractives of paprika angus beef, water, contains 2% or less of salt, spices, pepper, dried garlic, mustard seed, dextrose, dried orange pulp, celery powder, sea salt, cherry powder, sugar, natural flavors, extractives of paprika "
2592,beef,Handcrafted Angus Pub Style Beef Patty Non Butcher Shop Handcrafted Angus Pub Style Beef Patty Non Butcher Shop Handcrafted Angus Pub Style Beef Patty Non Butcher Shop Handcrafted Angus Pub Style Beef Patty Non Butcher Shop Handcrafted Angus Pub Style Beef Patty Non Butcher Shop Handcrafted Angus Pub Style Beef Patty Non Butcher Shop Handcrafted Angus Pub Style Beef Patty Non Butcher Shop 81% ground beef 81% ground beef 81% ground beef 
2593,beef,"Handcrafted Angus Pub Style Beef Patty Bacon Cheddar Handcrafted Angus Pub Style Beef Patty Bacon Cheddar Handcrafted Angus Pub Style Beef Patty Bacon Cheddar Handcrafted Angus Pub Style Beef Patty Bacon Cheddar Handcrafted Angus Pub Style Beef Patty Bacon Cheddar Handcrafted Angus Pub Style Beef Patty Bacon Cheddar Handcrafted Angus Pub Style Beef Patty Bacon Cheddar 81% ground beef, shredded mild cheddar cheese (pasteurized milk, cheese culture, salt, enzymes and annatto (vegetable color), anti-caking blend (potato starch, corn starch, calcium sulfate, natamycin (mold inhibitor))), hardwood smoked bacon (bacon cured with water, salt, sugar, smoke flavoring, sodium phosphates, sodium erythorbate, sodium nitrite) 81% ground beef, shredded mild cheddar cheese (pasteurized milk, cheese culture, salt, enzymes and annatto (vegetable color), anti-caking blend (potato starch, corn starch, calcium sulfate, natamycin (mold inhibitor))), hardwood smoked bacon (bacon cured with water, salt, sugar, smoke flavoring, sodium phosphates, sodium erythorbate, sodium nitrite) 81% ground beef, shredded mild cheddar cheese (pasteurized milk, cheese culture, salt, enzymes and annatto (vegetable color), anti-caking blend (potato starch, corn starch, calcium sulfate, natamycin (mold inhibitor))), hardwood smoked bacon (bacon cured with water, salt, sugar, smoke flavoring, sodium phosphates, sodium erythorbate, sodium nitrite) "
2594,"hot dogs, bacon and sausage",North Country Applewood Smoked Sugar Free Paleo Bacon North Country Applewood Smoked Sugar Free Paleo Bacon North Country Applewood Smoked Sugar Free Paleo Bacon North Country Applewood Smoked Sugar Free Paleo Bacon North Country Applewood Smoked Sugar Free Paleo Bacon North Country Applewood Smoked Sugar Free Paleo Bacon North Country Applewood Smoked Sugar Free Paleo Bacon    
2595,pork,Vermont Country Farms Italian Marinade Pork Chops Vermont Country Farms Italian Marinade Pork Chops Vermont Country Farms Italian Marinade Pork Chops Vermont Country Farms Italian Marinade Pork Chops Vermont Country Farms Italian Marinade Pork Chops Vermont Country Farms Italian Marinade Pork Chops Vermont Country Farms Italian Marinade Pork Chops    
2596,pork,Vermont Country Farms Lime Cilantro Marinade Pork Chops Vermont Country Farms Lime Cilantro Marinade Pork Chops Vermont Country Farms Lime Cilantro Marinade Pork Chops Vermont Country Farms Lime Cilantro Marinade Pork Chops Vermont Country Farms Lime Cilantro Marinade Pork Chops Vermont Country Farms Lime Cilantro Marinade Pork Chops Vermont Country Farms Lime Cilantro Marinade Pork Chops    
2597,pork,Vermont Country Farms Southwest Marinade Pork Chops Vermont Country Farms Southwest Marinade Pork Chops Vermont Country Farms Southwest Marinade Pork Chops Vermont Country Farms Southwest Marinade Pork Chops Vermont Country Farms Southwest Marinade Pork Chops Vermont Country Farms Southwest Marinade Pork Chops Vermont Country Farms Southwest Marinade Pork Chops    
2598,pork,Vermont Country Farms Sweet Bourbon Marinade Pork Chops Vermont Country Farms Sweet Bourbon Marinade Pork Chops Vermont Country Farms Sweet Bourbon Marinade Pork Chops Vermont Country Farms Sweet Bourbon Marinade Pork Chops Vermont Country Farms Sweet Bourbon Marinade Pork Chops Vermont Country Farms Sweet Bourbon Marinade Pork Chops Vermont Country Farms Sweet Bourbon Marinade Pork Chops    
2599,poultry,"Vermont Country Farms Italian Marinade Chicken Breasts Vermont Country Farms Italian Marinade Chicken Breasts Vermont Country Farms Italian Marinade Chicken Breasts Vermont Country Farms Italian Marinade Chicken Breasts Vermont Country Farms Italian Marinade Chicken Breasts Vermont Country Farms Italian Marinade Chicken Breasts Vermont Country Farms Italian Marinade Chicken Breasts chicken, water, salt, sugar, parmesan cheese (pasteurized cow's milk, culture, salt, enzymes), dehydrated garlic, spices, maltodextrin, corn starch, tomato powder, dehydrated tomatoes, carrageenan contains statement milk chicken, water, salt, sugar, parmesan cheese (pasteurized cow's milk, culture, salt, enzymes), dehydrated garlic, spices, maltodextrin, corn starch, tomato powder, dehydrated tomatoes, carrageenan contains statement milk chicken, water, salt, sugar, parmesan cheese (pasteurized cow's milk, culture, salt, enzymes), dehydrated garlic, spices, maltodextrin, corn starch, tomato powder, dehydrated tomatoes, carrageenan contains statement milk "
2600,poultry,"Vermont Country Farms Lime Cilantro Marinade Chicken Breasts Vermont Country Farms Lime Cilantro Marinade Chicken Breasts Vermont Country Farms Lime Cilantro Marinade Chicken Breasts Vermont Country Farms Lime Cilantro Marinade Chicken Breasts Vermont Country Farms Lime Cilantro Marinade Chicken Breasts Vermont Country Farms Lime Cilantro Marinade Chicken Breasts Vermont Country Farms Lime Cilantro Marinade Chicken Breasts chicken, water, salt, dextrose, yeast, dehydrated garlic, spices, corn starch, cilantro, citric acid, natural flavor, carrageenan chicken, water, salt, dextrose, yeast, dehydrated garlic, spices, corn starch, cilantro, citric acid, natural flavor, carrageenan chicken, water, salt, dextrose, yeast, dehydrated garlic, spices, corn starch, cilantro, citric acid, natural flavor, carrageenan "
2601,poultry,"Vermont Country Farms Lemon Herb Marinade Chicken Breasts Vermont Country Farms Lemon Herb Marinade Chicken Breasts Vermont Country Farms Lemon Herb Marinade Chicken Breasts Vermont Country Farms Lemon Herb Marinade Chicken Breasts Vermont Country Farms Lemon Herb Marinade Chicken Breasts Vermont Country Farms Lemon Herb Marinade Chicken Breasts Vermont Country Farms Lemon Herb Marinade Chicken Breasts chicken, water, sugar, dehydrated lemon peel, dehydrated garlic, corn starch, spices, dehydrated onion, natural flavor, parsley, carrageenan, citric acid chicken, water, sugar, dehydrated lemon peel, dehydrated garlic, corn starch, spices, dehydrated onion, natural flavor, parsley, carrageenan, citric acid chicken, water, sugar, dehydrated lemon peel, dehydrated garlic, corn starch, spices, dehydrated onion, natural flavor, parsley, carrageenan, citric acid "
2602,poultry,"Vermont Country Farms Southwest Marinade Chicken Breasts Vermont Country Farms Southwest Marinade Chicken Breasts Vermont Country Farms Southwest Marinade Chicken Breasts Vermont Country Farms Southwest Marinade Chicken Breasts Vermont Country Farms Southwest Marinade Chicken Breasts Vermont Country Farms Southwest Marinade Chicken Breasts Vermont Country Farms Southwest Marinade Chicken Breasts chicken, water, salt, spices (including chili pepper), sugar, dehydrated green bell peppers, dehydrated onion, dehydrated garlic, corn starch, paprika, cilantro, natural flavors (including smoke), carrageenan chicken, water, salt, spices (including chili pepper), sugar, dehydrated green bell peppers, dehydrated onion, dehydrated garlic, corn starch, paprika, cilantro, natural flavors (including smoke), carrageenan chicken, water, salt, spices (including chili pepper), sugar, dehydrated green bell peppers, dehydrated onion, dehydrated garlic, corn starch, paprika, cilantro, natural flavors (including smoke), carrageenan "
2603,pork,"Kingsford Sweet & Smoky St. Louis Style Center Cut Pork Ribs Kingsford Sweet & Smoky St. Louis Style Center Cut Pork Ribs Kingsford Sweet & Smoky St. Louis Style Center Cut Pork Ribs Kingsford Sweet & Smoky St. Louis Style Center Cut Pork Ribs Kingsford Sweet & Smoky St. Louis Style Center Cut Pork Ribs Kingsford Sweet & Smoky St. Louis Style Center Cut Pork Ribs Kingsford Sweet & Smoky St. Louis Style Center Cut Pork Ribs cooked pork spareribs, bbq sauce (water, sugar, tomato paste, distilled vinegar, molasses, corn starch, salt, natural smoke flavor, garlic powder, onion powder, chili powder, spices), seasoning (sugar, salt, spices, brown sugar, onion powder, garlic powder), water cooked pork spareribs, bbq sauce (water, sugar, tomato paste, distilled vinegar, molasses, corn starch, salt, natural smoke flavor, garlic powder, onion powder, chili powder, spices), seasoning (sugar, salt, spices, brown sugar, onion powder, garlic powder), water cooked pork spareribs, bbq sauce (water, sugar, tomato paste, distilled vinegar, molasses, corn starch, salt, natural smoke flavor, garlic powder, onion powder, chili powder, spices), seasoning (sugar, salt, spices, brown sugar, onion powder, garlic powder), water "
2604,pork,"Kingsford Center Cut Pork Ribs With Memphis Style Dry Rub Kingsford Center Cut Pork Ribs With Memphis Style Dry Rub Kingsford Center Cut Pork Ribs With Memphis Style Dry Rub Kingsford Center Cut Pork Ribs With Memphis Style Dry Rub Kingsford Center Cut Pork Ribs With Memphis Style Dry Rub Kingsford Center Cut Pork Ribs With Memphis Style Dry Rub Kingsford Center Cut Pork Ribs With Memphis Style Dry Rub cooked pork spareribs (pork, water, seasoning (brown sugar, salt, spices including mustard, paprika, tomato powder, onion powder, dehydrated garlic), vinegar, salt cooked pork spareribs (pork, water, seasoning (brown sugar, salt, spices including mustard, paprika, tomato powder, onion powder, dehydrated garlic), vinegar, salt cooked pork spareribs (pork, water, seasoning (brown sugar, salt, spices including mustard, paprika, tomato powder, onion powder, dehydrated garlic), vinegar, salt "
2605,pork,"Lloyd's Seasoned & Smoked Baby Back Pork Ribs Lloyd's Seasoned & Smoked Baby Back Pork Ribs Lloyd's Seasoned & Smoked Baby Back Pork Ribs Lloyd's Seasoned & Smoked Baby Back Pork Ribs Lloyd's Seasoned & Smoked Baby Back Pork Ribs Lloyd's Seasoned & Smoked Baby Back Pork Ribs Lloyd's Seasoned & Smoked Baby Back Pork Ribs cooked pork babyback ribs, tomato puree (water, tomato paste), high fructose corn syrup, contains 2% or less of vinegar, seasoning rub (sugar, spices, salt, paprika, dextrose, garlic powder, cocoa powder processed with alkali, tamarind extract (corn syrup, prune juice concentrate, extractives of tamarind, water, tartaric acid, caramel color, citric acid, molasses), tocopherols, sunflower oil, natural flavors), molasses, seasoning blend (modified cornstarch, salt, chili pepper, onion powder, paprika, garlic  cooked pork babyback ribs, tomato puree (water, tomato paste), high fructose corn syrup, contains 2% or less of vinegar, seasoning rub (sugar, spices, salt, paprika, dextrose, garlic powder, cocoa powder processed with alkali, tamarind extract (corn syrup, prune juice concentrate, extractives of tamarind, water, tartaric acid, caramel color, citric acid, molasses), tocopherols, sunflower oil, natural flavors), molasses, seasoning blend (modified cornstarch, salt, chili pepper, onion powder, paprika, garlic  cooked pork babyback ribs, tomato puree (water, tomato paste), high fructose corn syrup, contains 2% or less of vinegar, seasoning rub (sugar, spices, salt, paprika, dextrose, garlic powder, cocoa powder processed with alkali, tamarind extract (corn syrup, prune juice concentrate, extractives of tamarind, water, tartaric acid, caramel color, citric acid, molasses), tocopherols, sunflower oil, natural flavors), molasses, seasoning blend (modified cornstarch, salt, chili pepper, onion powder, paprika, garlic  "
2606,"hot dogs, bacon and sausage",Mushroom Stuffed Italian Sausage Mushroom Stuffed Italian Sausage Mushroom Stuffed Italian Sausage Mushroom Stuffed Italian Sausage Mushroom Stuffed Italian Sausage Mushroom Stuffed Italian Sausage Mushroom Stuffed Italian Sausage    
2607,"hot dogs, bacon and sausage",Sweet Chili Chicken Sausage Sweet Chili Chicken Sausage Sweet Chili Chicken Sausage Sweet Chili Chicken Sausage Sweet Chili Chicken Sausage Sweet Chili Chicken Sausage Sweet Chili Chicken Sausage    
2608,beef,Angus Beef Patty With Mushroom & Feta Angus Beef Patty With Mushroom & Feta Angus Beef Patty With Mushroom & Feta Angus Beef Patty With Mushroom & Feta Angus Beef Patty With Mushroom & Feta Angus Beef Patty With Mushroom & Feta Angus Beef Patty With Mushroom & Feta    
2609,beef,Angus Beef Patty With Buffalo Blue Cheese Angus Beef Patty With Buffalo Blue Cheese Angus Beef Patty With Buffalo Blue Cheese Angus Beef Patty With Buffalo Blue Cheese Angus Beef Patty With Buffalo Blue Cheese Angus Beef Patty With Buffalo Blue Cheese Angus Beef Patty With Buffalo Blue Cheese    
2610,pork,Bone-in Center Cut Pork Chops Bone-in Center Cut Pork Chops Bone-in Center Cut Pork Chops Bone-in Center Cut Pork Chops Bone-in Center Cut Pork Chops Bone-in Center Cut Pork Chops Bone-in Center Cut Pork Chops center cut pork chop center cut pork chop center cut pork chop 
2611,pork,Bone-in Center Cut Pork Chops Thin Sliced Bone-in Center Cut Pork Chops Thin Sliced Bone-in Center Cut Pork Chops Thin Sliced Bone-in Center Cut Pork Chops Thin Sliced Bone-in Center Cut Pork Chops Thin Sliced Bone-in Center Cut Pork Chops Thin Sliced Bone-in Center Cut Pork Chops Thin Sliced thin center cut pork chops thin center cut pork chops thin center cut pork chops 
2612,pork,Bone-in Pork Loin Chops Bone-in Pork Loin Chops Bone-in Pork Loin Chops Bone-in Pork Loin Chops Bone-in Pork Loin Chops Bone-in Pork Loin Chops Bone-in Pork Loin Chops Pork Pork Pork 
2613,pork,Bone-in Pork Loin Chops Thin Sliced Bone-in Pork Loin Chops Thin Sliced Bone-in Pork Loin Chops Thin Sliced Bone-in Pork Loin Chops Thin Sliced Bone-in Pork Loin Chops Thin Sliced Bone-in Pork Loin Chops Thin Sliced Bone-in Pork Loin Chops Thin Sliced pork loin chops pork loin chops pork loin chops 
