text,labels,productCode,productName,oldCategory,oldType,productCategory,WRONG,asdadsa
"15556244Walmart New York Bakery Texas Toast Tortilla Strips Chipotle Cheddar, 45 OZ pantry candy & snacks snacks, chips, salsas & dips","salsas, dips & spreads",15556244Walmart,"New York Bakery Texas Toast Tortilla Strips Chipotle Cheddar, 45 OZ",pantry,candy & snacks,"snacks, chips, salsas & dips",,"salsas, dips & spreads "
"15580427Walmart Keebler Town House Flatbread Crisps Sea Salt Olive Oil Crackers, 95 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,15580427Walmart,"Keebler Town House Flatbread Crisps Sea Salt Olive Oil Crackers, 95 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"15580725Walmart CheezIt Baked Double Cheese Snack Mix, 975 Oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,15580725Walmart,"CheezIt Baked Double Cheese Snack Mix, 975 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"156002100Walmart Old Wisconsin Snack Sticks Beef Sausage Sticks, 7 Oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,156002100Walmart,"Old Wisconsin Snack Sticks Beef Sausage Sticks, 7 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"15610450Walmart Keebler Club Minis Original Crackers, 11 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,15610450Walmart,"Keebler Club Minis Original Crackers, 11 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"15610584Walmart Nabisco Chips Ahoy Reese's Peanut Butter Cookies, 95 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,15610584Walmart,"Nabisco Chips Ahoy Reese's Peanut Butter Cookies, 95 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"156232952Walmart Airheads Bites, Fruit, 3.8 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,156232952Walmart,"Airheads Bites, Fruit, 3.8 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"156358396Walmart MM's Peanut Milk Chocolate Candy, 192 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,156358396Walmart,"MM's Peanut Milk Chocolate Candy, 192 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"15680952Walmart Taco Bell Medium Salsa Con Queso Cheese Dip 15 oz Jar pantry candy & snacks snacks, chips, salsas & dips","salsas, dips & spreads",15680952Walmart,Taco Bell Medium Salsa Con Queso Cheese Dip 15 oz Jar,pantry,candy & snacks,"snacks, chips, salsas & dips",,"salsas, dips & spreads "
"15680953Walmart Taco Bell Mild Salsa Con Queso Cheese Dip 15 oz Jar pantry candy & snacks snacks, chips, salsas & dips","salsas, dips & spreads",15680953Walmart,Taco Bell Mild Salsa Con Queso Cheese Dip 15 oz Jar,pantry,candy & snacks,"snacks, chips, salsas & dips",,"salsas, dips & spreads "
"15686381Walmart Jelly Belly, 49 Flavors Beans Bulk Candy, 2 Lb pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,15686381Walmart,"Jelly Belly, 49 Flavors Beans Bulk Candy, 2 Lb",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"15686391Walmart Keebler Club Cheddar Sandwich Crackers 173 oz Snack Pack pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,15686391Walmart,Keebler Club Cheddar Sandwich Crackers 173 oz Snack Pack,pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"15686392Walmart Keebler Toast Peanut Butter Sandwich Crackers 18 oz Snack Pack pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,15686392Walmart,Keebler Toast Peanut Butter Sandwich Crackers 18 oz Snack Pack,pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"15686619Walmart Twizzlers Strawberry Twists Licorice Chewy Candy Tub, 333 Oz, 105 Count pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,15686619Walmart,"Twizzlers Strawberry Twists Licorice Chewy Candy Tub, 333 Oz, 105 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"156966552Walmart Lay's Kettle Cooked Original Potato Chips, 135 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,156966552Walmart,"Lay's Kettle Cooked Original Potato Chips, 135 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips 
"15716822Walmart Pamela's Pecan Shortbread Cookies, 725 oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,15716822Walmart,"Pamela's Pecan Shortbread Cookies, 725 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"157229159Walmart Dove Real Mixed Berries Dark Chocolate Snack, 17 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,157229159Walmart,"Dove Real Mixed Berries Dark Chocolate Snack, 17 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"15723904Walmart Nabisco Premium Soup Oyster Crackers, 9 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,15723904Walmart,"Nabisco Premium Soup Oyster Crackers, 9 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"15724134Walmart New York Style Bagel Crisps Plain, 72 OZ pantry candy & snacks snacks, chips, salsas & dips",chips,15724134Walmart,"New York Style Bagel Crisps Plain, 72 OZ",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"15724135Walmart New York Style Bagel Crisps, Cinnamon Raisin, 72 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,15724135Walmart,"New York Style Bagel Crisps, Cinnamon Raisin, 72 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"15727389Walmart Jack Links Beef Steak, Original, 2oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,15727389Walmart,"Jack Links Beef Steak, Original, 2oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"15727390Walmart Jack Links Beef Steak, Teriyaki, 2oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,15727390Walmart,"Jack Links Beef Steak, Teriyaki, 2oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"15730462Walmart Life Savers 5 Flavors Hard Candy Bag, 625 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,15730462Walmart,"Life Savers 5 Flavors Hard Candy Bag, 625 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers 
"157426967Walmart belVita Bites Cinnamon Brown Sugar Mini Breakfast Biscuits, 176 Oz, 5 Count pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,157426967Walmart,"belVita Bites Cinnamon Brown Sugar Mini Breakfast Biscuits, 176 Oz, 5 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers 
"15754139Walmart Jolly Time 100 Calorie Healthy Pop Butter Microwave Popcorn, 12 Oz, 10 Bag pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,15754139Walmart,"Jolly Time 100 Calorie Healthy Pop Butter Microwave Popcorn, 12 Oz, 10 Bag",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"15754142Walmart Keebler Town House Flatbread Crisps Italian Herb Crackers, 95 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,15754142Walmart,"Keebler Town House Flatbread Crisps Italian Herb Crackers, 95 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"15754588Walmart Pepperidge Farm Goldfish Cheddar Crackers, 10 oz Box pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,15754588Walmart,"Pepperidge Farm Goldfish Cheddar Crackers, 10 oz Box",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"15754603Walmart Jack Link's Original Beef Sticks, 72 Oz, 9 Count pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,15754603Walmart,"Jack Link's Original Beef Sticks, 72 Oz, 9 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"157854706Walmart Jack Links Extra Tender Beef Strips, Teriyaki, 285oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,157854706Walmart,"Jack Links Extra Tender Beef Strips, Teriyaki, 285oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"158051366Walmart Mike and Ike Jolly Joes Grape Chewy Candies, 5 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,158051366Walmart,"Mike and Ike Jolly Joes Grape Chewy Candies, 5 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"158455081Walmart Ice Breakers Cubes Peppermint Flavor Gum, 100 Pieces, 811 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,158455081Walmart,"Ice Breakers Cubes Peppermint Flavor Gum, 100 Pieces, 811 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"158926600Walmart Great Value Stadium Style Cheddar Cheese Dip, 15 Oz pantry candy & snacks snacks, chips, salsas & dips","salsas, dips & spreads",158926600Walmart,"Great Value Stadium Style Cheddar Cheese Dip, 15 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"salsas, dips & spreads"
"15914143Walmart Bridgford Summer Smoke Flavoring Sausage, 16 Oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,15914143Walmart,"Bridgford Summer Smoke Flavoring Sausage, 16 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"159279336Walmart Golden Cannoli Powdered Sugar Chips, 51 Oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,159279336Walmart,"Golden Cannoli Powdered Sugar Chips, 51 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"159459427Walmart Trolli Sour Brite Crawler Minis Watermelon Gummi Candies, 35 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,159459427Walmart,"Trolli Sour Brite Crawler Minis Watermelon Gummi Candies, 35 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"159505165Instacart Luna & Larrys Sandwich, Dark Chocolate pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,159505165Instacart,"Luna & Larrys Sandwich, Dark Chocolate",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"15995457Walmart MY San Sky Flakes Saltine Crackers, 30 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,15995457Walmart,"MY San Sky Flakes Saltine Crackers, 30 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"160196574Walmart Take5, Pretzel, Milk Chocolate, Caramel, King Size Candy Bar, 225 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,160196574Walmart,"Take5, Pretzel, Milk Chocolate, Caramel, King Size Candy Bar, 225 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"160847883Walmart Freshness Guaranteed Raspberry Rolls, 22 oz, 8 Count pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,160847883Walmart,"Freshness Guaranteed Raspberry Rolls, 22 oz, 8 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"161314835Instacart Pur SugarFree Wintergreen Chewing Gum pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,161314835Instacart,Pur SugarFree Wintergreen Chewing Gum,pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"161314855Instacart Pur Gum, Spearmint, Aspartame Free, Pouch pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,161314855Instacart,"Pur Gum, Spearmint, Aspartame Free, Pouch",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"161389864Walmart Nabisco Ritz Cheddar Toasted Chips, 81 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,161389864Walmart,"Nabisco Ritz Cheddar Toasted Chips, 81 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"161809596Walmart Rolo Chewy Caramels in Milk Chocolate, 1975 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,161809596Walmart,"Rolo Chewy Caramels in Milk Chocolate, 1975 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"161860990Walmart Smartfood Sweet Salty Kettle Corn Popcorn, 10 Oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,161860990Walmart,"Smartfood Sweet Salty Kettle Corn Popcorn, 10 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"162057472Walmart Nature Valley Almond Butter Layered Granola Nut Bars, 138 oz pantry candy & snacks snacks, chips, salsas & dips",nutrition & granola bars,162057472Walmart,"Nature Valley Almond Butter Layered Granola Nut Bars, 138 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,nutrition & granola bars
"162414217Walmart Reese's, Peanut Butter Cups Miniatures Candy, 53 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,162414217Walmart,"Reese's, Peanut Butter Cups Miniatures Candy, 53 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"162437424Walmart Smartfood Spicy Jalapeno Ranch Popcorn 2.25 oz. Bag pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,162437424Walmart,Smartfood Spicy Jalapeno Ranch Popcorn 2.25 oz. Bag,pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"162600781Walmart Great Value Gummy Bear Chewy Candies, 52 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,162600781Walmart,"Great Value Gummy Bear Chewy Candies, 52 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"162990660Walmart Reese's Fast Break Peanut Butter Nougats Milk Chocolate Candy, 66 Oz, 12 Count pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,162990660Walmart,"Reese's Fast Break Peanut Butter Nougats Milk Chocolate Candy, 66 Oz, 12 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"163473073Walmart RXBAR Kids Double Chocolate Whole Food Protein Bar, Gluten-Free, 5 Ct pantry candy & snacks snacks, chips, salsas & dips",nutrition & granola bars,163473073Walmart,"RXBAR Kids Double Chocolate Whole Food Protein Bar, Gluten-Free, 5 Ct",pantry,candy & snacks,"snacks, chips, salsas & dips",,nutrition & granola bars
"163790745Walmart Great Value Fiber Brownie, Chocolate Fudge, Pack, 1069 oz, 12 ct pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,163790745Walmart,"Great Value Fiber Brownie, Chocolate Fudge, Pack, 1069 oz, 12 ct",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"16381744Walmart Wonderful Pistachios No Salt Pistachios, 8 Oz pantry candy & snacks snacks, chips, salsas & dips","nuts, seeds & dried fruit",16381744Walmart,"Wonderful Pistachios No Salt Pistachios, 8 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit"
"163976380Walmart Hostess Chocolate Zingers Devil's Food Snacks, 381 oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,163976380Walmart,"Hostess Chocolate Zingers Devil's Food Snacks, 381 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"164177018Walmart Sour Punch, Bites, 4 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,164177018Walmart,"Sour Punch, Bites, 4 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"164274556Walmart KitKat Snack Size Crisp Wafer Milk Chocolate Halloween Candy, 3234 Oz, 66 Count pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,164274556Walmart,"KitKat Snack Size Crisp Wafer Milk Chocolate Halloween Candy, 3234 Oz, 66 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"164439437Walmart Jelly Belly SugarFree Assorted Flavor Beans, 825 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,164439437Walmart,"Jelly Belly SugarFree Assorted Flavor Beans, 825 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"16504631Walmart Crunchmaster Original Multi Grain Crisps Crackers, 45 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,16504631Walmart,"Crunchmaster Original Multi Grain Crisps Crackers, 45 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"16555435Walmart Sunsweet Amazin Prunes Blend Value Pack, 12 Oz pantry candy & snacks snacks, chips, salsas & dips","nuts, seeds & dried fruit",16555435Walmart,"Sunsweet Amazin Prunes Blend Value Pack, 12 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit"
"165837510Walmart Milky Way, Midnight Sharing Single Bars, 283 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,165837510Walmart,"Milky Way, Midnight Sharing Single Bars, 283 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"166062362Walmart Mariani Premium Pitted Dried Prunes, 18 Oz pantry candy & snacks snacks, chips, salsas & dips","nuts, seeds & dried fruit",166062362Walmart,"Mariani Premium Pitted Dried Prunes, 18 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit"
"16618645Walmart Life Savers Classic 5 Flavors Hard Candy Party Size, 41 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,16618645Walmart,"Life Savers Classic 5 Flavors Hard Candy Party Size, 41 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"16618646Walmart Life Savers Wint O Green Mints, 41 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,16618646Walmart,"Life Savers Wint O Green Mints, 41 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"16618649Walmart CheezIt Baked Classic Snack Crackers Mix, 105 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,16618649Walmart,"CheezIt Baked Classic Snack Crackers Mix, 105 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"16618651Walmart Slim Jim Twin Pack SnackSized Smoked Meat Stick, Original Flavor, 194 Oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,16618651Walmart,"Slim Jim Twin Pack SnackSized Smoked Meat Stick, Original Flavor, 194 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"16618652Walmart Slim Jim Monster Original Meat Stick, 194 Oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,16618652Walmart,"Slim Jim Monster Original Meat Stick, 194 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"16627411Walmart Keebler Chocolate Chip Soft Batch Cookies, 15 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,16627411Walmart,"Keebler Chocolate Chip Soft Batch Cookies, 15 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"16672616Walmart Sunbelt Bakery Family Pack Blueberry Fruit Grain Bars, 11 oz pantry candy & snacks snacks, chips, salsas & dips",nutrition & granola bars,16672616Walmart,"Sunbelt Bakery Family Pack Blueberry Fruit Grain Bars, 11 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,nutrition & granola bars
"16672617Walmart Sunbelt Bakery Family Pack Raspberry Fruit Grain Bars, 11 oz pantry candy & snacks snacks, chips, salsas & dips",nutrition & granola bars,16672617Walmart,"Sunbelt Bakery Family Pack Raspberry Fruit Grain Bars, 11 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,nutrition & granola bars
"166847455Walmart Great Value Queso Blanco Cheese Dip, 15 Oz pantry candy & snacks snacks, chips, salsas & dips","salsas, dips & spreads",166847455Walmart,"Great Value Queso Blanco Cheese Dip, 15 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"salsas, dips & spreads"
"166873119Walmart Reese's Crunchers Peanut Butter Chocolate Candy Snacks, 12 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,166873119Walmart,"Reese's Crunchers Peanut Butter Chocolate Candy Snacks, 12 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"167548629Walmart Great Value Dried Cranberries Honey Roasted Almonds, 3 oz pantry candy & snacks snacks, chips, salsas & dips","nuts, seeds & dried fruit",167548629Walmart,"Great Value Dried Cranberries Honey Roasted Almonds, 3 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit"
"16777540Walmart Little Debbie Snacks Cosmic Brownies With Chocolate Chip Candy, 6ct pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,16777540Walmart,"Little Debbie Snacks Cosmic Brownies With Chocolate Chip Candy, 6ct",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"16777542Walmart Little Debbie Star Crunch Cosmic Snacks 12 CT pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,16777542Walmart,Little Debbie Star Crunch Cosmic Snacks 12 CT,pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"16777543Walmart Little Debbie Fudge Brownies 12 count pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,16777543Walmart,Little Debbie Fudge Brownies 12 count,pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"16777544Walmart Little Debbie Family Pack Peanut Butter Crunch Bars Snack Cakes, 1172 pantry candy & snacks snacks, chips, salsas & dips",nutrition & granola bars,16777544Walmart,"Little Debbie Family Pack Peanut Butter Crunch Bars Snack Cakes, 1172",pantry,candy & snacks,"snacks, chips, salsas & dips",,nutrition & granola bars
"16777545Walmart Little Debbie Family Pack Fig Bars, 1211 oz pantry candy & snacks snacks, chips, salsas & dips",nutrition & granola bars,16777545Walmart,"Little Debbie Family Pack Fig Bars, 1211 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,nutrition & granola bars
"16777549Walmart Little Debbie Family Pack ZEBRA Cakes Snack Cakes, 13 oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,16777549Walmart,"Little Debbie Family Pack ZEBRA Cakes Snack Cakes, 13 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"16777551Walmart Little Debbie Frosted Fudge Cakes, 8 count, 120 oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,16777551Walmart,"Little Debbie Frosted Fudge Cakes, 8 count, 120 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"16778011Walmart Bimbo Conchas Sweet Buns, 8 count, 1696 oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,16778011Walmart,"Bimbo Conchas Sweet Buns, 8 count, 1696 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"167830484Walmart Nabisco 100% Whole Grain Wheat Triple Berry Newtons, 10 Oz pantry candy & snacks snacks, chips, salsas & dips",nutrition & granola bars,167830484Walmart,"Nabisco 100% Whole Grain Wheat Triple Berry Newtons, 10 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,nutrition & granola bars
"16785050Walmart David Jumbo All Natural Roasted Salted Original Sunflower Seeds, 16 Oz pantry candy & snacks snacks, chips, salsas & dips","nuts, seeds & dried fruit",16785050Walmart,"David Jumbo All Natural Roasted Salted Original Sunflower Seeds, 16 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit"
"168006436Walmart Lay's Stax Xtra Flamin' Hot Potato Crisps, 55 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,168006436Walmart,"Lay's Stax Xtra Flamin' Hot Potato Crisps, 55 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"168101282Walmart Annie's Organic Cheddar Bunnies Baked Snack Crackers, 1125 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,168101282Walmart,"Annie's Organic Cheddar Bunnies Baked Snack Crackers, 1125 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"168411214Walmart Great Value GlutenFree Hint of Lime Tortilla Chips, 13 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,168411214Walmart,"Great Value GlutenFree Hint of Lime Tortilla Chips, 13 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"168980417Instacart Pur Gum, Peppermint, Aspartame Free, Pouch pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,168980417Instacart,"Pur Gum, Peppermint, Aspartame Free, Pouch",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"1692004Instacart Mary's Gone Crackers Super Seed Crispy pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,1692004Instacart,Mary's Gone Crackers Super Seed Crispy,pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"169285742Walmart Hershey's Nuggets Special Dark Chocolate with Almonds Candy, 1056 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,169285742Walmart,"Hershey's Nuggets Special Dark Chocolate with Almonds Candy, 1056 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"16935522Walmart Betty Crocker ScoobyDoo Fruit Flavored Snack Pouches, 8 Oz, 10 Count pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,16935522Walmart,"Betty Crocker ScoobyDoo Fruit Flavored Snack Pouches, 8 Oz, 10 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"16935538Walmart Slim Jim Beef and Cheese Stick, Mild Flavor, 15 Oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,16935538Walmart,"Slim Jim Beef and Cheese Stick, Mild Flavor, 15 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"16935539Walmart Slim Jim Monster Smoked Meat Stick, Honey BBQ Flavor, 194 Oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,16935539Walmart,"Slim Jim Monster Smoked Meat Stick, Honey BBQ Flavor, 194 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"16935540Walmart Slim Jim Monster Smoked Meat Stick, Tabasco Flavor, 194 Oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,16935540Walmart,"Slim Jim Monster Smoked Meat Stick, Tabasco Flavor, 194 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"16935544Walmart Andy Capp's Big Bag Hot Fries, 8 Oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,16935544Walmart,"Andy Capp's Big Bag Hot Fries, 8 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"16935545Walmart Andy Capp's Cheddar Fries Corn Potato Snacks Big Bag, 8 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,16935545Walmart,"Andy Capp's Cheddar Fries Corn Potato Snacks Big Bag, 8 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"16935578Walmart Lay's Stax Salt Vinegar Potato Crisps, 55 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,16935578Walmart,"Lay's Stax Salt Vinegar Potato Crisps, 55 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"16935720Walmart Great Value Honey Roasted Peanuts, 16 Oz pantry candy & snacks snacks, chips, salsas & dips","salsas, dips & spreads",16935720Walmart,"Great Value Honey Roasted Peanuts, 16 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"salsas, dips & spreads"
